Format Version,1.23,Take Name,ar_s9_t6,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-07-29 12.21.40.566 PM,Total Frames in Take,4212,Total Exported Frames,4212,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_right,ar_marker:bot_right,ar_marker:bot_right,ar_marker:top_left,ar_marker:top_left,ar_marker:top_left,ar_marker:top_right,ar_marker:top_right,ar_marker:top_right
,ID,"33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
128,1.280000,0.372787,0.172349,0.040538,0.299016,0.173784,0.029428,0.375923,0.248926,0.043975,0.302084,0.253341,0.031087
129,1.290000,0.372789,0.172329,0.040544,0.299027,0.173775,0.029441,0.375917,0.248912,0.043981,0.302080,0.253346,0.031115
130,1.300000,0.372790,0.172354,0.040566,0.299020,0.173764,0.029436,0.375912,0.248905,0.043981,0.302085,0.253357,0.031115
131,1.310000,0.372803,0.172351,0.040552,0.299030,0.173770,0.029437,0.375907,0.248891,0.043972,0.302151,0.252958,0.030741
132,1.320000,0.372797,0.172352,0.040540,0.299032,0.173792,0.029443,0.375899,0.248873,0.043971,0.302092,0.253371,0.031112
133,1.330000,0.372794,0.172332,0.040554,0.299023,0.173779,0.029430,0.375911,0.248892,0.043986,0.302083,0.253336,0.031099
134,1.340000,0.372801,0.172336,0.040538,0.299026,0.173769,0.029432,0.375917,0.248908,0.043983,0.302085,0.253366,0.031110
135,1.350000,0.372797,0.172332,0.040525,0.299022,0.173782,0.029431,0.375907,0.248892,0.043963,0.302084,0.253353,0.031096
136,1.360000,0.372807,0.172354,0.040547,0.299019,0.173780,0.029433,0.375914,0.248909,0.043984,0.302094,0.253339,0.031118
137,1.370000,0.372798,0.172325,0.040541,0.299024,0.173772,0.029443,0.375917,0.248891,0.043987,0.302087,0.253333,0.031129
138,1.380000,0.372803,0.172332,0.040529,0.299027,0.173774,0.029450,0.375915,0.248881,0.043977,0.302085,0.253349,0.031104
139,1.390000,0.372800,0.172339,0.040557,0.299033,0.173763,0.029439,0.375917,0.248899,0.043982,0.302085,0.253346,0.031114
140,1.400000,0.372804,0.172332,0.040578,0.299026,0.173781,0.029440,0.375907,0.248892,0.043979,0.302088,0.253379,0.031109
141,1.410000,0.372801,0.172330,0.040543,0.299013,0.173781,0.029438,0.375909,0.248896,0.043974,0.302083,0.253365,0.031099
142,1.420000,0.372790,0.172335,0.040544,0.299028,0.173780,0.029437,0.375911,0.248901,0.043970,0.302083,0.253338,0.031101
143,1.430000,0.372790,0.172324,0.040569,0.299025,0.173770,0.029444,0.375911,0.248896,0.043982,0.302083,0.253341,0.031112
144,1.440000,0.372787,0.172333,0.040557,0.299023,0.173777,0.029443,0.375911,0.248906,0.043980,0.302083,0.253369,0.031110
