Format Version,1.23,Take Name,Sujith_cart_002_linear_movement_2,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-14 10.27.14.404 AM,Total Frames in Take,5909,Total Exported Frames,5909,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,wheeled_cart:center,wheeled_cart:center,wheeled_cart:center,wheeled_cart:org,wheeled_cart:org,wheeled_cart:org,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:z_vec,wheeled_cart:z_vec,wheeled_cart:z_vec
,ID,"ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),center_x,center_y,center_z,org_x,org_y,org_z,xvec_x,xvec_y,xvec_z,zvec_x,zvec_y,zvec_z
86,0.860000,0.325087,0.070466,-0.087912,0.365672,0.067909,-0.151110,0.286095,0.067813,-0.154469,0.362636,0.072231,-0.024158
87,0.870000,0.325090,0.070560,-0.087880,0.365669,0.067931,-0.151108,0.286096,0.067818,-0.154455,0.362634,0.072234,-0.024142
88,0.880000,0.325098,0.070544,-0.087883,0.365670,0.067901,-0.151103,0.286087,0.067817,-0.154466,0.362636,0.072223,-0.024147
89,0.890000,0.325083,0.070477,-0.087913,0.365671,0.067913,-0.151114,0.286099,0.067825,-0.154465,0.362632,0.072220,-0.024146
90,0.900000,0.325087,0.070491,-0.087916,0.365672,0.067916,-0.151115,0.286103,0.067810,-0.154465,0.362633,0.072219,-0.024154
91,0.910000,0.325090,0.070472,-0.087912,0.365667,0.067913,-0.151115,0.286096,0.067811,-0.154470,0.362628,0.072230,-0.024152
92,0.920000,0.325095,0.070550,-0.087882,0.365673,0.067938,-0.151095,0.286088,0.067803,-0.154474,0.362641,0.072230,-0.024145
93,0.930000,0.325091,0.070475,-0.087907,0.365671,0.067910,-0.151104,0.286101,0.067815,-0.154463,0.362635,0.072235,-0.024150
94,0.940000,0.325094,0.070465,-0.087910,0.365670,0.067913,-0.151113,0.286108,0.067794,-0.154472,0.362630,0.072234,-0.024154
95,0.950000,0.325088,0.070491,-0.087912,0.365673,0.067919,-0.151105,0.286101,0.067808,-0.154462,0.362633,0.072229,-0.024153
96,0.960000,0.325091,0.070476,-0.087913,0.365672,0.067901,-0.151115,0.286099,0.067819,-0.154463,0.362630,0.072225,-0.024153
97,0.970000,0.325091,0.070466,-0.087905,0.365667,0.067901,-0.151113,0.286098,0.067815,-0.154464,0.362639,0.072214,-0.024151
98,0.980000,0.325107,0.070530,-0.087875,0.365670,0.067913,-0.151109,0.286096,0.067811,-0.154458,0.362635,0.072231,-0.024159
99,0.990000,0.325093,0.070477,-0.087907,0.365667,0.067912,-0.151108,0.286104,0.067829,-0.154453,0.362628,0.072236,-0.024143
100,1.000000,0.325097,0.070546,-0.087879,0.365665,0.067904,-0.151108,0.286095,0.067826,-0.154459,0.362629,0.072212,-0.024160
101,1.010000,0.325097,0.070467,-0.087908,0.365675,0.067867,-0.151103,0.286099,0.067805,-0.154465,0.362639,0.072223,-0.024151
102,1.020000,0.325093,0.070463,-0.087905,0.365677,0.067859,-0.151102,0.286097,0.067809,-0.154464,0.362636,0.072215,-0.024155
103,1.030000,0.325098,0.070549,-0.087881,0.365672,0.067905,-0.151111,0.286102,0.067824,-0.154458,0.362636,0.072220,-0.024150
104,1.040000,0.325092,0.070553,-0.087881,0.365663,0.067904,-0.151114,0.286108,0.067822,-0.154463,0.362626,0.072230,-0.024153
105,1.050000,0.325088,0.070472,-0.087907,0.365674,0.067900,-0.151120,0.286091,0.067819,-0.154454,0.362631,0.072224,-0.024151
106,1.060000,0.325097,0.070474,-0.087906,0.365664,0.067912,-0.151107,0.286090,0.067810,-0.154463,0.362636,0.072233,-0.024148
107,1.070000,0.325090,0.070548,-0.087885,0.365670,0.067906,-0.151111,0.286099,0.067821,-0.154464,0.362640,0.072220,-0.024157
108,1.080000,0.325098,0.070540,-0.087883,0.365671,0.067908,-0.151111,0.286098,0.067827,-0.154462,0.362641,0.072208,-0.024150
109,1.090000,0.325100,0.070543,-0.087880,0.365665,0.067905,-0.151109,0.286085,0.067804,-0.154470,0.362637,0.072215,-0.024150
110,1.100000,0.325087,0.070486,-0.087916,0.365671,0.067904,-0.151110,0.286097,0.067810,-0.154461,0.362628,0.072229,-0.024155
111,1.110000,0.325093,0.070471,-0.087903,0.365668,0.067911,-0.151110,0.286104,0.067809,-0.154461,0.362632,0.072229,-0.024157
112,1.120000,0.325099,0.070525,-0.087873,0.365676,0.067877,-0.151104,0.286115,0.067813,-0.154473,0.362636,0.072224,-0.024158
113,1.130000,0.325093,0.070465,-0.087910,0.365672,0.067905,-0.151114,0.286098,0.067807,-0.154464,0.362634,0.072222,-0.024151
114,1.140000,0.325084,0.070497,-0.087910,0.365670,0.067917,-0.151111,0.286105,0.067821,-0.154460,0.362640,0.072228,-0.024152
115,1.150000,0.325096,0.070523,-0.087878,0.365665,0.067916,-0.151102,0.286103,0.067814,-0.154466,0.362632,0.072236,-0.024153
116,1.160000,0.325088,0.070474,-0.087915,0.365672,0.067904,-0.151111,0.286098,0.067823,-0.154459,0.362628,0.072238,-0.024143
117,1.170000,0.325086,0.070477,-0.087923,0.365670,0.067908,-0.151109,0.286091,0.067818,-0.154461,0.362635,0.072230,-0.024148
118,1.180000,0.325099,0.070562,-0.087884,0.365666,0.067908,-0.151111,0.286108,0.067793,-0.154473,0.362628,0.072238,-0.024149
119,1.190000,0.325089,0.070478,-0.087922,0.365669,0.067903,-0.151115,0.286097,0.067827,-0.154455,0.362635,0.072222,-0.024153
120,1.200000,0.325102,0.070532,-0.087869,0.365672,0.067916,-0.151107,0.286108,0.067806,-0.154461,0.362636,0.072226,-0.024152
121,1.210000,0.325089,0.070465,-0.087908,0.365668,0.067913,-0.151104,0.286104,0.067822,-0.154461,0.362633,0.072225,-0.024153
122,1.220000,0.325106,0.070538,-0.087889,0.365663,0.067915,-0.151112,0.286111,0.067795,-0.154474,0.362637,0.072245,-0.024154
123,1.230000,0.325086,0.070488,-0.087915,0.365670,0.067866,-0.151106,0.286090,0.067809,-0.154473,0.362638,0.072222,-0.024150
