Format Version,1.23,Take Name,cart_linear_sideways,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-15 12.13.29.772 PM,Total Frames in Take,3776,Total Exported Frames,3776,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,mecanum:center,mecanum:center,mecanum:center,mecanum:org,mecanum:org,mecanum:org,mecanum:xdir,mecanum:xdir,mecanum:xdir,mecanum:zdir,mecanum:zdir,mecanum:zdir
,ID,"A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
112,1.120000,0.376720,0.061920,0.047976,0.336794,0.061979,-0.017961,0.416377,0.060183,-0.015434,0.334193,0.063500,0.109508
113,1.130000,0.376717,0.061975,0.048006,0.336802,0.061992,-0.017959,0.416370,0.060210,-0.015421,0.334201,0.063519,0.109507
114,1.140000,0.376715,0.061955,0.048002,0.336796,0.061987,-0.017955,0.416386,0.060183,-0.015434,0.334203,0.063508,0.109501
115,1.150000,0.376720,0.061973,0.047996,0.336796,0.061986,-0.017963,0.416380,0.060205,-0.015431,0.334201,0.063513,0.109507
116,1.160000,0.376720,0.061983,0.048013,0.336791,0.061990,-0.017958,0.416369,0.060212,-0.015428,0.334202,0.063507,0.109504
117,1.170000,0.376716,0.061972,0.048004,0.336794,0.061992,-0.017947,0.416381,0.060198,-0.015441,0.334207,0.063517,0.109501
118,1.180000,0.376720,0.061983,0.048005,0.336798,0.061999,-0.017951,0.416377,0.060205,-0.015428,0.334203,0.063517,0.109507
119,1.190000,0.376717,0.061979,0.048003,0.336803,0.062018,-0.017972,0.416383,0.060209,-0.015426,0.334196,0.063517,0.109505
120,1.200000,0.376728,0.061983,0.048007,0.336789,0.061990,-0.017955,0.416381,0.060193,-0.015430,0.334196,0.063510,0.109504
121,1.210000,0.376714,0.061965,0.048006,0.336797,0.061990,-0.017957,0.416383,0.060187,-0.015435,0.334200,0.063498,0.109494
122,1.220000,0.376713,0.061973,0.048010,0.336789,0.061977,-0.017968,0.416364,0.060205,-0.015439,0.334197,0.063514,0.109504
123,1.230000,0.376714,0.061958,0.048006,0.336794,0.061973,-0.017956,0.416369,0.060207,-0.015413,0.334190,0.063522,0.109514
124,1.240000,0.376728,0.061979,0.048012,0.336796,0.061990,-0.017960,0.416380,0.060195,-0.015434,0.334199,0.063523,0.109510
125,1.250000,0.376723,0.061975,0.048004,0.336801,0.062013,-0.017966,0.416378,0.060207,-0.015446,0.334197,0.063513,0.109507
126,1.260000,0.376722,0.061977,0.048013,0.336800,0.061993,-0.017960,0.416388,0.060194,-0.015426,0.334204,0.063523,0.109507
127,1.270000,0.376726,0.061925,0.047974,0.336800,0.061999,-0.017961,0.416387,0.060200,-0.015427,0.334208,0.063540,0.109507
128,1.280000,0.376717,0.061970,0.048008,0.336803,0.062015,-0.017967,0.416376,0.060207,-0.015428,0.334205,0.063519,0.109511
129,1.290000,0.376716,0.061979,0.048008,0.336806,0.061992,-0.017952,0.416383,0.060196,-0.015430,0.334197,0.063523,0.109513
130,1.300000,0.376722,0.061979,0.048011,0.336805,0.062015,-0.017965,0.416375,0.060215,-0.015449,0.334206,0.063530,0.109505
131,1.310000,0.376719,0.061971,0.048009,0.336797,0.062000,-0.017967,0.416372,0.060211,-0.015439,0.334199,0.063516,0.109507
132,1.320000,0.376727,0.061970,0.047995,0.336805,0.062007,-0.017972,0.416383,0.060203,-0.015434,0.334201,0.063516,0.109507
133,1.330000,0.376717,0.061973,0.048007,0.336798,0.062009,-0.017969,0.416379,0.060199,-0.015430,0.334200,0.063512,0.109509
134,1.340000,0.376718,0.061969,0.048001,0.336802,0.062011,-0.017969,0.416383,0.060191,-0.015427,0.334199,0.063516,0.109508
135,1.350000,0.376715,0.061975,0.048009,0.336792,0.061986,-0.017950,0.416375,0.060199,-0.015448,0.334197,0.063521,0.109515
136,1.360000,0.376718,0.061980,0.048003,0.336795,0.062007,-0.017964,0.416386,0.060181,-0.015433,0.334199,0.063522,0.109511
137,1.370000,0.376721,0.061977,0.047992,0.336795,0.061988,-0.017963,0.416382,0.060203,-0.015438,0.334201,0.063539,0.109508
138,1.380000,0.376719,0.061983,0.048008,0.336797,0.061989,-0.017967,0.416379,0.060203,-0.015431,0.334197,0.063515,0.109503
139,1.390000,0.376721,0.061980,0.048006,0.336803,0.061994,-0.017957,0.416385,0.060202,-0.015429,0.334206,0.063503,0.109495
140,1.400000,0.376718,0.061991,0.048008,0.336799,0.061995,-0.017965,0.416377,0.060215,-0.015414,0.334198,0.063510,0.109505
141,1.410000,0.376720,0.061965,0.048006,0.336801,0.061987,-0.017962,0.416379,0.060197,-0.015428,0.334209,0.063518,0.109508
142,1.420000,0.376722,0.061967,0.047997,0.336804,0.062006,-0.017963,0.416379,0.060209,-0.015440,0.334199,0.063518,0.109508
143,1.430000,0.376716,0.061980,0.048006,0.336802,0.062019,-0.017965,0.416383,0.060191,-0.015428,0.334194,0.063521,0.109508
144,1.440000,0.376713,0.061963,0.048013,0.336792,0.061986,-0.017961,0.416379,0.060190,-0.015431,0.334199,0.063534,0.109510
145,1.450000,0.376720,0.061979,0.048012,0.336790,0.061995,-0.017954,0.416371,0.060198,-0.015421,0.334201,0.063527,0.109510
146,1.460000,0.376718,0.061996,0.048028,0.336797,0.061970,-0.017959,0.416381,0.060202,-0.015440,0.334193,0.063517,0.109510
147,1.470000,0.376721,0.061967,0.048001,0.336809,0.062023,-0.017965,0.416383,0.060186,-0.015426,0.334198,0.063529,0.109509
148,1.480000,0.376719,0.061970,0.048002,0.336812,0.062015,-0.017964,0.416376,0.060213,-0.015419,0.334205,0.063527,0.109504
149,1.490000,0.376719,0.061979,0.048007,0.336801,0.061994,-0.017957,0.416378,0.060211,-0.015435,0.334200,0.063523,0.109508
150,1.500000,0.376721,0.062012,0.048024,0.336801,0.062009,-0.017958,0.416383,0.060191,-0.015428,0.334201,0.063517,0.109508
151,1.510000,0.376724,0.061989,0.048010,0.336813,0.062007,-0.017965,0.416374,0.060210,-0.015426,0.334192,0.063530,0.109503
